"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,71.1,,
"2","Large regions (TL2)","DE9","Lower Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,74.7,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,76.4,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,77.2,,
"2","Large regions (TL2)","DEC","Saarland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,77.3,,
"2","Large regions (TL2)","DED","Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,76.5,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,67.9,,
"2","Large regions (TL2)","DEF","Schleswig-Holstein","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,78.1,,
"2","Large regions (TL2)","DEG","Thuringia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,74.9,,
"1","Country","GRC","Greece","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,57.78,,
"1","Country","HUN","Hungary","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,69.73,,
"1","Country","ISL","Iceland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,66.94,,
"2","Large regions (TL2)","IS01","Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,66.8,,
"2","Large regions (TL2)","IS02","Other Regions","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,67.21,,
"1","Country","IRL","Ireland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,62.9,,
"2","Large regions (TL2)","ME31","Yucatan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,63.82,,
"2","Large regions (TL2)","ME32","Zacatecas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,57.27,,
"1","Country","NOR","Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,78.36,,
"1","Country","NOR","Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,77.1,,
"2","Large regions (TL2)","NO02","Innlandet","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,75.6,,
"2","Large regions (TL2)","NO06","Trøndelag","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,78,,
"2","Large regions (TL2)","NO07","Northern Norway","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,74.1,,
"1","Country","POL","Poland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,61.7,,
"2","Large regions (TL2)","UKJ","South East England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,70.2,,
"2","Large regions (TL2)","UKK","South West England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,72.02,,
"2","Large regions (TL2)","UKL","Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,66.57,,
"2","Large regions (TL2)","UKM","Scotland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,68.07,,
"2","Large regions (TL2)","UKN","Northern Ireland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,61.75,,
"1","Country","USA","United States","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,66.8,,
"2","Large regions (TL2)","US01","Alabama","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,63.1,,
"2","Large regions (TL2)","US02","Alaska","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,68.8,,
"2","Large regions (TL2)","US04","Arizona","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,65.9,,
"2","Large regions (TL2)","US05","Arkansas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,56.1,,
"2","Large regions (TL2)","US06","California","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,68.5,,
"2","Large regions (TL2)","US08","Colorado","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,76.4,,
"2","Large regions (TL2)","US09","Connecticut","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,71.5,,
"2","Large regions (TL2)","US10","Delaware","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,70.7,,
"2","Large regions (TL2)","US11","District of Columbia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,64.1,,
"2","Large regions (TL2)","US12","Florida","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,71.7,,
"2","Large regions (TL2)","US13","Georgia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,68,,
"2","Large regions (TL2)","US15","Hawaii","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,57.5,,
"2","Large regions (TL2)","US16","Idaho","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,68,,
"2","Large regions (TL2)","US17","Illinois","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,67,,
"2","Large regions (TL2)","US18","Indiana","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,61.4,,
"2","Large regions (TL2)","US19","Iowa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,73.2,,
"2","Large regions (TL2)","US20","Kansas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,65.9,,
"2","Large regions (TL2)","US21","Kentucky","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,64.9,,
"2","Large regions (TL2)","US22","Louisiana","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,64.3,,
"2","Large regions (TL2)","US23","Maine","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,76.3,,
"2","Large regions (TL2)","US24","Maryland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,71.1,,
"2","Large regions (TL2)","US25","Massachusetts","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,72.1,,
"2","Large regions (TL2)","US26","Michigan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,73.9,,
"2","Large regions (TL2)","US27","Minnesota","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,80,,
"2","Large regions (TL2)","US28","Mississippi","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,60.2,,
"2","Large regions (TL2)","US29","Missouri","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,65.7,,
"2","Large regions (TL2)","US30","Montana","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,73.1,,
"2","Large regions (TL2)","US31","Nebraska","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,69.9,,
"2","Large regions (TL2)","US32","Nevada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,65.4,,
"2","Large regions (TL2)","US33","New Hampshire","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,75.5,,
"2","Large regions (TL2)","US34","New Jersey","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,75.3,,
"2","Large regions (TL2)","US35","New Mexico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,61.3,,
"2","Large regions (TL2)","US36","New York","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,63.6,,
"2","Large regions (TL2)","US37","North Carolina","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,71.5,,
"2","Large regions (TL2)","US38","North Dakota","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,64.5,,
"2","Large regions (TL2)","US39","Ohio","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,67.4,,
"2","Large regions (TL2)","US40","Oklahoma","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,55,,
"2","Large regions (TL2)","US41","Oregon","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,75.5,,
"2","Large regions (TL2)","US42","Pennsylvania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,71.1,,
"2","Large regions (TL2)","US44","Rhode Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,65.3,,
"2","Large regions (TL2)","US45","South Carolina","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,64.5,,
"2","Large regions (TL2)","US46","South Dakota","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,66,,
"2","Large regions (TL2)","US47","Tennessee","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,59.8,,
"2","Large regions (TL2)","US48","Texas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,60.4,,
"2","Large regions (TL2)","US49","Utah","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,69.2,,
"2","Large regions (TL2)","US50","Vermont","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,74.2,,
"2","Large regions (TL2)","US51","Virginia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,73,,
"2","Large regions (TL2)","US53","Washington","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,75.7,,
