"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","UKC","North East England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,61.1,,
"2","Large regions (TL2)","UKD","North West England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,55.83,,
"2","Large regions (TL2)","UKD","North West England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,57.3,,
"2","Large regions (TL2)","UKD","North West England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,62.3,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,56.71,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,59.1,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,62.9,,
"2","Large regions (TL2)","UKF","East Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,61.09,,
"2","Large regions (TL2)","UKF","East Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,62.7,,
"2","Large regions (TL2)","UKF","East Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,66.8,,
"2","Large regions (TL2)","UKG","West Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,58.31,,
"2","Large regions (TL2)","UKG","West Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,60.7,,
"2","Large regions (TL2)","UKG","West Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,64.7,,
"2","Large regions (TL2)","UKH","East of England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,61.96,,
"2","Large regions (TL2)","UKH","East of England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,64,,
"2","Large regions (TL2)","UKH","East of England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,67.6,,
"2","Large regions (TL2)","UKI","Greater London","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,55.23,,
"2","Large regions (TL2)","UKI","Greater London","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,57.8,,
"2","Large regions (TL2)","UKI","Greater London","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,64.5,,
"1","Country","RUS","Russia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,5784.05,,
"2","Large regions (TL2)","RU01","Belgorod Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,77.95,,
"2","Large regions (TL2)","RU02","Bryansk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,62.94,,
"2","Large regions (TL2)","RU03","Vladimir Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,55.69,,
"2","Large regions (TL2)","RU04","Voronezh Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,70.03,,
"2","Large regions (TL2)","RU05","Ivanovo Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,53.05,,
"2","Large regions (TL2)","RU06","Kaluga Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,67.4,,
"2","Large regions (TL2)","RU07","Kostroma Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,63.47,,
"2","Large regions (TL2)","RU08","Kursk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,66.21,,
"2","Large regions (TL2)","RU09","Lipetsk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,77.25,,
"2","Large regions (TL2)","RU10","Moscow Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,69.31,,
"2","Large regions (TL2)","RU11","Oryol Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,75.6,,
"2","Large regions (TL2)","RU12","Ryazan Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,61.48,,
"2","Large regions (TL2)","RU13","Smolensk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,65.05,,
"2","Large regions (TL2)","RU14","Tambov Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,78.48,,
"2","Large regions (TL2)","RU15","Tver Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,65.94,,
"2","Large regions (TL2)","RU16","Tula Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,68.69,,
"2","Large regions (TL2)","RU17","Yaroslavl Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,59.72,,
"2","Large regions (TL2)","RU18","City of Moscow","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,66.3,,
"2","Large regions (TL2)","RU19","Republic of Karelia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,55.77,,
"2","Large regions (TL2)","RU20","Komi republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,71.85,,
"2","Large regions (TL2)","RU21","Arkhangelsk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,62.23,,
"2","Large regions (TL2)","RU22","Nenets Autonomous Okrug","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,62,,
"2","Large regions (TL2)","RU23","Vologda Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,66.91,,
"2","Large regions (TL2)","RU24","Kaliningrad Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,58.44,,
"2","Large regions (TL2)","RU25","Leningrad Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,63.81,,
"2","Large regions (TL2)","RU26","Murmansk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,68.06,,
"2","Large regions (TL2)","RU27","Novgorod Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,59.05,,
"2","Large regions (TL2)","RU28","Pskov Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,67.25,,
"2","Large regions (TL2)","RU29","Federal City of Saint Petersburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,68.33,,
"2","Large regions (TL2)","RU31","Republic of Kalmykia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,67.63,,
"2","Large regions (TL2)","RU32","Krasnodar Krai","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,87.45,,
"2","Large regions (TL2)","RU33","Astrakhan Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,66.97,,
"2","Large regions (TL2)","RU34","Volgograd Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,64.82,,
"2","Large regions (TL2)","RU35","Rostov Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,69.88,,
"2","Large regions (TL2)","RU36","Republic of Dagestan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,90.41,,
"2","Large regions (TL2)","RU37","Republic of Ingushetia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,92.32,,
"2","Large regions (TL2)","RU38","Kabardino-Balkar Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,91.7,,
"2","Large regions (TL2)","RU39","Karachay-Cherkhess Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,92.2,,
"2","Large regions (TL2)","RU40","Republic of North Ossetia-Alania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,73.26,,
"2","Large regions (TL2)","RU41","Chechen Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,91.2,,
"2","Large regions (TL2)","RU42","Stavropol Krai","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,66.24,,
"2","Large regions (TL2)","RU43","Republic of Bashkorstostan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,90.06,,
"2","Large regions (TL2)","RU44","Mari El Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,83.49,,
"2","Large regions (TL2)","RU45","Republic of Mordovia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,92.89,,
"2","Large regions (TL2)","RU46","Republic of Tatarstan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,83.29,,
"2","Large regions (TL2)","RU47","Udmurt Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,64.24,,
"2","Large regions (TL2)","RU48","Chuvash Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,73.44,,
"2","Large regions (TL2)","RU49","Perm Krai","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,55.78,,
"2","Large regions (TL2)","RU50","Kirov Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,70.29,,
"2","Large regions (TL2)","RU51","Nizhny Novgorod Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,66.85,,
"2","Large regions (TL2)","RU52","Orenburg Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,64.33,,
"2","Large regions (TL2)","RU53","Penza Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,73.79,,
"2","Large regions (TL2)","RU54","Samara Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,58.52,,
"2","Large regions (TL2)","RU55","Saratov Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,74.66,,
"2","Large regions (TL2)","RU56","Ulianov Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,62.23,,
"2","Large regions (TL2)","RU57","Kurgan Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,63.78,,
"2","Large regions (TL2)","RU58","Sverdlovsk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,58.95,,
"2","Large regions (TL2)","RU59","Tyumen Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,84.07,,
"2","Large regions (TL2)","RU60","Khanty-Mansi Autonomous Okrug - Yugra","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,78.62,,
"2","Large regions (TL2)","RU61","Yamalo-Nenets Autonomous Okrug","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,91.98,,
"2","Large regions (TL2)","RU62","Chelyabinsk Oblast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,68.05,,
"2","Large regions (TL2)","RU63","Republic of Altai","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,76.87,,
"2","Large regions (TL2)","RU64","Buryat Republic","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,71.29,,
"2","Large regions (TL2)","CA13","New Brunswick","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,67.7,,
"2","Large regions (TL2)","CA13","New Brunswick","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,62.8,,
"2","Large regions (TL2)","CA13","New Brunswick","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,69.2,,
"2","Large regions (TL2)","CA13","New Brunswick","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,62.9,,
"2","Large regions (TL2)","CA13","New Brunswick","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,66.2,,
"2","Large regions (TL2)","CA24","Quebec","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,64.1,,
"2","Large regions (TL2)","CA24","Quebec","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,60.5,,
"2","Large regions (TL2)","CA24","Quebec","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,63.9,,
"2","Large regions (TL2)","CA24","Quebec","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,61.7,,
"2","Large regions (TL2)","CA24","Quebec","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,62.9,,
"2","Large regions (TL2)","CA35","Ontario","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,58,,
"2","Large regions (TL2)","CA35","Ontario","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,61.8,,
"2","Large regions (TL2)","CA35","Ontario","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,66.6,,
"2","Large regions (TL2)","CA35","Ontario","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,58.6,,
"2","Large regions (TL2)","CA35","Ontario","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,61.5,,
"2","Large regions (TL2)","DE3","Berlin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,76.6,,
"2","Large regions (TL2)","DE3","Berlin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.1,,
"2","Large regions (TL2)","DE3","Berlin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,69.7,,
"2","Large regions (TL2)","DE3","Berlin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,71.3,,
"2","Large regions (TL2)","DE4","Brandenburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,72.7,,
"2","Large regions (TL2)","DE4","Brandenburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,73.7,,
"2","Large regions (TL2)","DE4","Brandenburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,65.2,,
"2","Large regions (TL2)","DE4","Brandenburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,67.2,,
"2","Large regions (TL2)","DE5","Bremen","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,77.9,,
"2","Large regions (TL2)","DE5","Bremen","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,74.4,,
"2","Large regions (TL2)","DE5","Bremen","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,69.4,,
"2","Large regions (TL2)","DE5","Bremen","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,68.1,,
"2","Large regions (TL2)","DE6","Hamburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,78.9,,
"2","Large regions (TL2)","DE6","Hamburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.7,,
"2","Large regions (TL2)","DE6","Hamburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,70.5,,
"2","Large regions (TL2)","DE6","Hamburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,69.5,,
"2","Large regions (TL2)","DE7","Hesse","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,78.6,,
"2","Large regions (TL2)","DE7","Hesse","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.9,,
"2","Large regions (TL2)","DE7","Hesse","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,72.2,,
"2","Large regions (TL2)","DE7","Hesse","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,71.3,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,68.9,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,69.9,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,61.9,,
"2","Large regions (TL2)","DE8","Mecklenburg-Vorpommern","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,64.2,,
"2","Large regions (TL2)","DE9","Lower Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,80.3,,
"2","Large regions (TL2)","DE9","Lower Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,78.4,,
"2","Large regions (TL2)","DE9","Lower Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,72.5,,
"2","Large regions (TL2)","DE9","Lower Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,72.7,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.5,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,77.3,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,70.7,,
"2","Large regions (TL2)","DEA","North Rhine-Westphalia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,71.7,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,78.8,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,77.1,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,70.7,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,71.6,,
"2","Large regions (TL2)","DEC","Saarland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,78.3,,
"2","Large regions (TL2)","DEC","Saarland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,77.4,,
"2","Large regions (TL2)","DEC","Saarland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,72.3,,
"2","Large regions (TL2)","DEC","Saarland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,70.7,,
"2","Large regions (TL2)","DED","Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,72.4,,
"2","Large regions (TL2)","DED","Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,74.4,,
"2","Large regions (TL2)","DED","Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,64,,
"2","Large regions (TL2)","DED","Saxony","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,68.5,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,67.8,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,69.5,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,59.3,,
"2","Large regions (TL2)","DEE","Saxony-Anhalt","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,61.1,,
"2","Large regions (TL2)","DEF","Schleswig-Holstein","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.9,,
"2","Large regions (TL2)","DEF","Schleswig-Holstein","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,78,,
"2","Large regions (TL2)","DEF","Schleswig-Holstein","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,72,,
"2","Large regions (TL2)","DEF","Schleswig-Holstein","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,72.3,,
"2","Large regions (TL2)","DEG","Thuringia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,73.8,,
"2","Large regions (TL2)","DEG","Thuringia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,74.1,,
"2","Large regions (TL2)","DEG","Thuringia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,64.4,,
"2","Large regions (TL2)","DEG","Thuringia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,67.1,,
"1","Country","GRC","Greece","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,75,,
