"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","ZAR","Rand","0","Units",,,16.459105,,
"ZAF","South Africa","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","ZAR","Rand","0","Units",,,14.778678,,
"ZAF","South Africa","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","ZAR","Rand","0","Units",,,16.355853,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","RUB","Russian Ruble","0","Units",,,29.3804,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","RUB","Russian Ruble","0","Units",,,30.2442,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","RUB","Russian Ruble","0","Units",,,30.4769,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","RUB","Russian Ruble","0","Units",,,32.1961,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","RUB","Russian Ruble","0","Units",,,30.3727,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","RUB","Russian Ruble","0","Units",,,32.7292,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","RUB","Russian Ruble","0","Units",,,56.2584,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","RUB","Russian Ruble","0","Units",,,72.8827,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","RUB","Russian Ruble","0","Units",,,60.6569,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","RUB","Russian Ruble","0","Units",,,57.6002,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","RUB","Russian Ruble","0","Units",,,69.4706,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","RUB","Russian Ruble","0","Units",,,61.9057,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","RUB","Russian Ruble","0","Units",,,73.8757,,
"RUS","Russia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","RUB","Russian Ruble","0","Units",,,74.2926,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.874122,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.872851,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.854027,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.849417,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.838746,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.807747,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.808192,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.809803,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.780344,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.778895,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.773773,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.74501,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.735171,,
"FRA","France","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.740901,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","PLN","Zloty","0","Units",,,2.409242,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","PLN","Zloty","0","Units",,,3.120142,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","PLN","Zloty","0","Units",,,3.0153,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","PLN","Zloty","0","Units",,,2.962848,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","PLN","Zloty","0","Units",,,3.256542,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","PLN","Zloty","0","Units",,,3.160617,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","PLN","Zloty","0","Units",,,3.154542,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","PLN","Zloty","0","Units",,,3.7695,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","PLN","Zloty","0","Units",,,3.942783,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","PLN","Zloty","0","Units",,,3.779333,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","PLN","Zloty","0","Units",,,3.611717,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","PLN","Zloty","0","Units",,,3.839375,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","PLN","Zloty","0","Units",,,3.899742,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","PLN","Zloty","0","Units",,,3.861917,,
"POL","Poland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","PLN","Zloty","0","Units",,,4.457758,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","BRL","Brazilian Real","0","Units",,,1.215291,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","BRL","Brazilian Real","0","Units",,,1.295865,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","BRL","Brazilian Real","0","Units",,,1.388336,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","BRL","Brazilian Real","0","Units",,,1.473216,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","BRL","Brazilian Real","0","Units",,,1.605704,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","BRL","Brazilian Real","0","Units",,,1.701276,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","BRL","Brazilian Real","0","Units",,,1.813201,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","BRL","Brazilian Real","0","Units",,,1.988814,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","BRL","Brazilian Real","0","Units",,,2.133082,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","BRL","Brazilian Real","0","Units",,,2.181557,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","BRL","Brazilian Real","0","Units",,,2.226397,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","BRL","Brazilian Real","0","Units",,,2.279669,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","BRL","Brazilian Real","0","Units",,,2.368305,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","BRL","Brazilian Real","0","Units",,,2.526131,,
"BRA","Brazil","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","BRL","Brazilian Real","0","Units",,,2.530068,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","CAD","Canadian Dollar","0","Units",,,1.218,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","CAD","Canadian Dollar","0","Units",,,1.051,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","CAD","Canadian Dollar","0","Units",,,0.9946,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","CAD","Canadian Dollar","0","Units",,,1.017,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","CAD","Canadian Dollar","0","Units",,,0.9949,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","CAD","Canadian Dollar","0","Units",,,1.0636,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","CAD","Canadian Dollar","0","Units",,,1.1601,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","CAD","Canadian Dollar","0","Units",,,1.384,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","CAD","Canadian Dollar","0","Units",,,1.3427,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","CAD","Canadian Dollar","0","Units",,,1.2545,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","CAD","Canadian Dollar","0","Units",,,1.3641,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","CAD","Canadian Dollar","0","Units",,,1.3059,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","CAD","Canadian Dollar","0","Units",,,1.2856,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","CAD","Canadian Dollar","0","Units",,,1.2865,,
"CAN","Canada","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","CAD","Canadian Dollar","0","Units",,,1.3603,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","CHF","Swiss Franc","0","Units",,,1.561178,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","CHF","Swiss Franc","0","Units",,,1.560499,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","CHF","Swiss Franc","0","Units",,,1.570666,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","CHF","Swiss Franc","0","Units",,,1.543706,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","CHF","Swiss Franc","0","Units",,,1.494491,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","CHF","Swiss Franc","0","Units",,,1.442345,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","CHF","Swiss Franc","0","Units",,,1.416367,,
"CHE","Switzerland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","CHF","Swiss Franc","0","Units",,,1.38899,,
